Unnamed: 0,objectName,spec1,spec2,I01,I02,I1,I2,alpha,minOpt,minCov1,minCov2,Spec_Cf1,Spec_Cf2,Spec_Cf2Cf1,save_fig
211,135320.06+584236.3,"Spectra(plate='8199', mjd='57428', fiber='0740')","Spectra(plate='1158', mjd='52668', fiber='0458')",2.4348948,3.778452,1.5399941,1.6242768,0.64,0.87,0.3511,0.5818,"[3.68947535 1.93689777 1.3546477  1.06497224 0.89231857 0.77816723
 0.69743693 0.63758574 0.59164484 0.55543202 0.52628509 0.50242858
 0.48263278 0.46601883 0.45194186 0.43991789 0.42957656 0.42062961
 0.4128493  0.40605334 0.40009409 0.39485071 0.39022334 0.38612882
 0.38249729 0.37926972 0.37639588 0.3738328  0.37154352 0.36949613
 0.36766292 0.36601977 0.3645456  0.3632219  0.36203243 0.36096285
 0.36000048 0.35913411 0.35835377 0.3576506  0.35701672 0.3564451
 0.35592945 0.35546415 0.35504418 0.35466503 0.35432266 0.35401344
 0.35373411]","[6.11374753 3.20959021 2.24475656 1.76474181 1.47864126 1.28948361
 1.15570722 1.05652915 0.98040151 0.92039405 0.87209531 0.83256322
 0.79976004 0.77222943 0.7489028  0.72897815 0.71184176 0.69701596
 0.68412339 0.67286196 0.66298702 0.65429832 0.64663042 0.63984547
 0.63382775 0.62847941 0.62371724 0.61947001 0.6156765  0.61228382
 0.60924605 0.60652322 0.6040804  0.60188694 0.59991589 0.59814351
 0.59654879 0.59511314 0.59382005 0.59265485 0.59160447 0.59065725
 0.58980277 0.58903174 0.58833582 0.58770754 0.5871402  0.5866278
 0.58616493]",1.66,yes
215,135910.77+400218.6,"Spectra(plate='6630', mjd='56358', fiber='0304')","Spectra(plate='1378', mjd='53061', fiber='0596')",8.032878,12.136328,7.3119507,7.0237865,0.66,0.53,0.1087,0.41,"[1.14225568 0.59966046 0.41939677 0.32971371 0.27626041 0.24091933
 0.21592536 0.19739553 0.1831723  0.17196087 0.16293702 0.15555109
 0.14942234 0.14427869 0.13992048 0.13619788 0.13299622 0.13022626
 0.12781748 0.12571347 0.12386849 0.12224515 0.12081252 0.11954487
 0.11842055 0.1174213  0.11653156 0.11573804 0.11502928 0.11439541
 0.11382785 0.11331914 0.11286274 0.11245292 0.11208466 0.11175352
 0.11145557 0.11118735 0.11094575 0.11072806 0.11053181 0.11035483
 0.11019519 0.11005114 0.10992111 0.10980373 0.10969773 0.109602
 0.10951552]","[4.3084161  2.26182878 1.58190132 1.24363036 1.04201257 0.90871138
 0.81443788 0.74454615 0.69089828 0.64861045 0.61457387 0.58671523
 0.56359851 0.54419744 0.52775894 0.51371784 0.50164167 0.49119379
 0.48210827 0.47417223 0.46721327 0.46109026 0.45568661 0.4509052
 0.44666445 0.44289543 0.43953948 0.43654641 0.43387309 0.43148224
 0.42934149 0.42742269 0.42570121 0.42415545 0.42276644 0.42151743
 0.42039361 0.4193819  0.41847065 0.41764952 0.4169093  0.41624179
 0.41563963 0.41509628 0.41460586 0.4141631  0.41376329 0.4134022
 0.413076  ]",3.77,yes
216,140554.87+530323.5,"Spectra(plate='7339', mjd='56683', fiber='0520')","Spectra(plate='7339', mjd='57901', fiber='0520')",3.432001,4.9567795,2.1557918,2.166474,0.69,0.83,0.3677,0.5622,"[3.86391366 2.02847425 1.41869541 1.11532411 0.93450737 0.81495896
 0.73041173 0.66773078 0.6196178  0.58169284 0.55116783 0.52618339
 0.50545164 0.48805219 0.47330966 0.4607172  0.44988693 0.44051696
 0.43236881 0.42525154 0.41901053 0.41351924 0.40867309 0.40438498
 0.40058175 0.39720158 0.39419187 0.3915076  0.38911009 0.3869659
 0.38504602 0.38332518 0.3817813  0.38039503 0.37914932 0.37802916
 0.3770213  0.37611396 0.37529672 0.37456031 0.37389646 0.37329782
 0.37275779 0.37227049 0.37183067 0.37143359 0.37107503 0.37075119
 0.37045865]","[5.90778422 3.10146376 2.16913396 1.70529022 1.42882797 1.24604277
 1.11677312 1.02093621 0.9473732  0.8893873  0.84271568 0.80451537
 0.77281728 0.74621414 0.72367335 0.70441993 0.68786084 0.6735345
 0.66107626 0.65019422 0.64065195 0.63225596 0.62484638 0.61829
 0.61247501 0.60730685 0.60270511 0.59860096 0.59493525 0.59165686
 0.58872143 0.58609033 0.5837298  0.58161024 0.57970559 0.57799292
 0.57645192 0.57506464 0.57381511 0.57268917 0.57167417 0.57075886
 0.56993317 0.56918812 0.56851564 0.56790852 0.5673603  0.56686516
 0.56641788]",1.53,yes
217,140554.87+530323.5,"Spectra(plate='7339', mjd='56683', fiber='0520')","Spectra(plate='7339', mjd='57901', fiber='0520')",3.432001,3.3718562,1.5621184,1.5715791,0.98,0.77,0.5455,0.5373,"[5.73229508 3.00933561 2.10470042 1.65463503 1.38638502 1.20902941
 1.08359967 0.99060957 0.91923173 0.86296829 0.81768304 0.78061746
 0.74986095 0.72404805 0.70217683 0.68349533 0.66742812 0.65352734
 0.64143917 0.63088037 0.62162156 0.61347496 0.60628548 0.59992387
 0.5942816  0.58926697 0.58480191 0.58081968 0.57726286 0.57408185
 0.57123362 0.56868068 0.56639027 0.56433366 0.56248559 0.56082379
 0.55932857 0.5579825  0.55677009 0.55567759 0.55469274 0.55380462
 0.55300346 0.55228054 0.55162803 0.55103895 0.55050701 0.55002658
 0.54959259]","[5.64612675 2.96409904 2.07306239 1.62976242 1.36554477 1.19085518
 1.06731091 0.97571865 0.90541377 0.84999608 0.80539156 0.76888316
 0.73858898 0.7131641  0.69162165 0.67322097 0.65739529 0.64370347
 0.63179701 0.62139693 0.61227729 0.60425316 0.59717175 0.59090576
 0.58534832 0.58040906 0.57601112 0.57208875 0.5685854  0.56545221
 0.56264679 0.56013222 0.55787624 0.55585055 0.55403026 0.55239345
 0.5509207  0.54959486 0.54840068 0.5473246  0.54635456 0.54547978
 0.54469067 0.54397861 0.54333592 0.54275569 0.54223175 0.54175854
 0.54133107]",0.99,yes
218,140554.87+530323.5,"Spectra(plate='7339', mjd='56683', fiber='0520')","Spectra(plate='7339', mjd='57901', fiber='0520')",3.432001,4.7746935,1.514379,1.773894,0.72,1.07,0.5221,0.6565,"[5.48640011 2.88024587 2.0144163  1.5836571  1.32691406 1.15716637
 1.03711712 0.94811596 0.87979998 0.82595004 0.78260736 0.74713176
 0.71769459 0.69298898 0.67205595 0.65417582 0.63879784 0.62549336
 0.61392372 0.60381786 0.59495621 0.58715908 0.580278   0.57418928
 0.56878905 0.56398952 0.559716   0.55590459 0.55250035 0.54945579
 0.54672974 0.54428631 0.54209415 0.54012576 0.53835697 0.53676646
 0.53533538 0.53404704 0.53288664 0.53184101 0.53089841 0.53004838
 0.52928159 0.52858968 0.52796516 0.52740135 0.52689223 0.52643241
 0.52601703]","[6.89871992 3.62168438 2.53297127 1.9913252  1.66849087 1.45504639
 1.30409383 1.19218182 1.1062798  1.03856771 0.98406767 0.93945988
 0.90244494 0.87137955 0.84505791 0.82257504 0.80323843 0.78650908
 0.77196117 0.75925383 0.748111   0.73830672 0.7296543  0.7219982
 0.71520783 0.7091728  0.70379919 0.69900664 0.69472607 0.69089777
 0.68746997 0.68439755 0.68164108 0.67916599 0.67694187 0.67494193
 0.67314246 0.67152248 0.67006336 0.66874856 0.66756331 0.66649447
 0.66553029 0.66466026 0.66387498 0.66316604 0.66252586 0.66194766
 0.66142536]",1.26,yes
219,140554.87+530323.5,"Spectra(plate='7339', mjd='56683', fiber='0520')","Spectra(plate='7339', mjd='57901', fiber='0520')",3.432001,4.5017786,2.1557918,2.2521448,0.76,0.71,0.3561,0.5091,"[3.74201701 1.96448105 1.37393917 1.08013847 0.90502604 0.78924908
 0.7073691  0.64666557 0.60007043 0.56334191 0.53377989 0.50958364
 0.48950593 0.47265538 0.45837794 0.44618274 0.43569414 0.42661977
 0.41872867 0.41183593 0.40579182 0.40047376 0.39578049 0.39162766
 0.38794442 0.38467088 0.38175612 0.37915653 0.37683466 0.37475811
 0.37289879 0.37123224 0.36973707 0.36839453 0.36718812 0.36610331
 0.36512723 0.36424852 0.36345707 0.36274389 0.36210098 0.36152122
 0.36099823 0.3605263  0.36010035 0.3597158  0.35936856 0.35905493
 0.35877162]","[5.34979179 2.80852935 1.96425845 1.54422492 1.29387464 1.12835357
 1.01129348 0.9245084  0.85789345 0.80538434 0.76312087 0.7285286
 0.6998244  0.67573394 0.65532213 0.63788721 0.62289213 0.60991892
 0.59863736 0.58878313 0.58014213 0.57253915 0.5658294  0.55989228
 0.55462652 0.54994649 0.54577938 0.54206288 0.5387434  0.53577465
 0.53311647 0.53073388 0.52859631 0.52667693 0.52495218 0.52340127
 0.52200582 0.52074957 0.51961806 0.51859846 0.51767933 0.51685047
 0.51610277 0.51542809 0.51481912 0.51426935 0.51377291 0.51332453
 0.5129195 ]",1.43,yes
220,140554.87+530323.5,"Spectra(plate='7339', mjd='56683', fiber='0520')","Spectra(plate='7339', mjd='57901', fiber='0520')",3.432001,4.5979643,2.1557918,2.073334,0.75,0.77,0.3823,0.5389,"[4.0173353  2.10901742 1.47502653 1.15960948 0.97161319 0.84731795
 0.75941367 0.69424389 0.64422052 0.6047897  0.57305266 0.54707618
 0.52552125 0.50743093 0.49210303 0.47901057 0.46775027 0.45800826
 0.44953656 0.44213669 0.43564788 0.42993855 0.42489998 0.4204416
 0.41648736 0.41297298 0.40984376 0.40705291 0.40456021 0.40233087
 0.40033476 0.3985456  0.39694042 0.3954991  0.39420393 0.3930393
 0.39199141 0.39104805 0.39019836 0.38943271 0.3887425  0.38812008
 0.38755861 0.38705197 0.38659468 0.38618184 0.38580904 0.38547234
 0.38516819]","[5.66294009 2.97292568 2.07923567 1.63461561 1.36961116 1.19440137
 1.07048921 0.9786242  0.90810996 0.85252725 0.8077899  0.77117278
 0.74078839 0.7152878  0.6936812  0.67522572 0.65935291 0.64562032
 0.6336784  0.62324736 0.61410056 0.60605254 0.59895004 0.59266539
 0.5870914  0.58213743 0.5777264  0.57379235 0.57027856 0.56713604
 0.56432227 0.56180021 0.55953752 0.55750579 0.55568008 0.55403839
 0.55256126 0.55123147 0.55003373 0.54895445 0.54798152 0.54710414
 0.54631268 0.5455985  0.54495389 0.54437194 0.54384643 0.54337181
 0.54294307]",1.41,yes
221,140554.87+530323.5,"Spectra(plate='7339', mjd='56683', fiber='0520')","Spectra(plate='7339', mjd='57901', fiber='0520')",3.432001,3.6364973,1.3926286,1.4373484,0.94,0.94,0.5862,0.6095,"[6.15998419 3.23386349 2.26173306 1.77808809 1.48982383 1.29923563
 1.16444753 1.0645194  0.98781603 0.92735475 0.87869074 0.83885968
 0.80580841 0.7780696  0.75456656 0.73449122 0.71722523 0.70228731
 0.68929724 0.67795064 0.66800102 0.65924661 0.65152071 0.64468445
 0.63862122 0.63323244 0.62843425 0.6241549  0.6203327  0.61691436
 0.61385362 0.6111102  0.6086489  0.60643885 0.6044529  0.60266711
 0.60106033 0.59961382 0.59831096 0.59713694 0.59607862 0.59512423
 0.5942633  0.59348643 0.59278525 0.59215222 0.59158059 0.59106431
 0.59059794]","[6.40482832 3.36240157 2.35163136 1.84876269 1.54904064 1.35087704
 1.21073144 1.10683141 1.02707927 0.9642148  0.91361652 0.87220228
 0.8378373  0.80899594 0.78455871 0.76368543 0.74573316 0.7302015
 0.7166951  0.7048975  0.69455241 0.68545003 0.67741705 0.67030907
 0.66400484 0.65840186 0.65341295 0.64896351 0.64498939 0.64143518
 0.63825278 0.63540032 0.63284119 0.63054329 0.6284784  0.62662164
 0.62495099 0.62344699 0.62209234 0.62087166 0.61977127 0.61877895
 0.61788379 0.61707605 0.616347   0.6156888  0.61509445 0.61455765
 0.61407274]",1.04,yes
222,140554.87+530323.5,"Spectra(plate='7339', mjd='56683', fiber='0520')","Spectra(plate='7339', mjd='57901', fiber='0520')",3.432001,4.3518887,2.0865755,2.0201945,0.79,0.75,0.4027,0.5289,"[4.23170527 2.2215572  1.55373576 1.22148767 1.02345967 0.89253188
 0.79993692 0.7312896  0.67859692 0.63706202 0.60363146 0.57626884
 0.55356371 0.53450807 0.51836225 0.50457116 0.49271    0.48244814
 0.47352439 0.46572965 0.45889459 0.4528806  0.44757317 0.44287688
 0.43871164 0.43500973 0.43171353 0.42877376 0.42614804 0.42379975
 0.42169712 0.41981248 0.41812165 0.41660342 0.41523914 0.41401236
 0.41290856 0.41191485 0.41101983 0.41021332 0.40948628 0.40883065
 0.40823922 0.40770554 0.40722385 0.40678898 0.40639629 0.40604162
 0.40572124]","[5.55785677 2.91775913 2.04065271 1.60428317 1.34419622 1.17223768
 1.05062487 0.96046453 0.89125878 0.83670748 0.79280029 0.75686265
 0.72704208 0.70201469 0.68080903 0.66269602 0.64711775 0.63363999
 0.62191967 0.61168218 0.60270512 0.59480643 0.58783573 0.5816677
 0.57619714 0.5713351  0.56700592 0.56314488 0.55969629 0.55661208
 0.55385052 0.55137527 0.54915456 0.54716054 0.54536871 0.54375748
 0.54230776 0.54100265 0.53982713 0.53876788 0.537813   0.5369519
 0.53617512 0.5354742  0.53484155 0.5342704  0.53375465 0.53328883
 0.53286805]",1.31,yes
223,140554.87+530323.5,"Spectra(plate='7339', mjd='56683', fiber='0520')","Spectra(plate='7339', mjd='57901', fiber='0520')",3.432001,4.351132,1.9936479,1.8718965,0.79,0.81,0.4376,0.5564,"[4.59844606 2.41408848 1.68839029 1.32734792 1.11215781 0.96988317
 0.86926346 0.79466682 0.73740753 0.69227301 0.65594518 0.62621118
 0.60153832 0.58083121 0.56328612 0.54829983 0.53541072 0.52425951
 0.51456239 0.50609212 0.4986647  0.4921295  0.4863621  0.48125881
 0.47673259 0.47270985 0.46912799 0.46593344 0.46308016 0.46052836
 0.4582435  0.45619554 0.45435817 0.45270836 0.45122584 0.44989274
 0.44869328 0.44761346 0.44664086 0.44576446 0.44497442 0.44426196
 0.44361927 0.44303934 0.44251591 0.44204335 0.44161663 0.44123122
 0.44088307]","[5.84683589 3.06946716 2.14675585 1.6876974  1.41408731 1.23318783
 1.1052518  1.01040361 0.93759952 0.88021184 0.83402171 0.7962155
 0.76484442 0.73851574 0.71620749 0.6971527  0.68076445 0.66658591
 0.6542562  0.64348642 0.63404259 0.62573322 0.61840008 0.61191134
 0.60615634 0.6010415  0.59648723 0.59242543 0.58879754 0.58555297
 0.58264782 0.58004387 0.57770769 0.57560999 0.57372499 0.57202999
 0.57050489 0.56913192 0.56789529 0.56678096 0.56577643 0.56487056
 0.56405339 0.56331602 0.56265048 0.56204963 0.56150706 0.56101703
 0.56057436]",1.27,yes
224,140554.87+530323.5,"Spectra(plate='7339', mjd='56683', fiber='0520')","Spectra(plate='7339', mjd='57901', fiber='0520')",3.432001,4.9439716,2.1557918,2.0836568,0.69,0.85,0.3823,0.5712,"[4.0173353  2.10901742 1.47502653 1.15960948 0.97161319 0.84731795
 0.75941367 0.69424389 0.64422052 0.6047897  0.57305266 0.54707618
 0.52552125 0.50743093 0.49210303 0.47901057 0.46775027 0.45800826
 0.44953656 0.44213669 0.43564788 0.42993855 0.42489998 0.4204416
 0.41648736 0.41297298 0.40984376 0.40705291 0.40456021 0.40233087
 0.40033476 0.3985456  0.39694042 0.3954991  0.39420393 0.3930393
 0.39199141 0.39104805 0.39019836 0.38943271 0.3887425  0.38812008
 0.38755861 0.38705197 0.38659468 0.38618184 0.38580904 0.38547234
 0.38516819]","[6.00235921 3.15111366 2.20385863 1.73258942 1.45170142 1.2659901
 1.13465102 1.03727991 0.96253926 0.90362509 0.85620633 0.81739449
 0.78518895 0.75815994 0.7352583  0.71569666 0.69887249 0.68431681
 0.67165913 0.66060288 0.65090785 0.64237745 0.63484925 0.62818792
 0.62227984 0.61702895 0.61235353 0.60818369 0.6044593  0.60112842
 0.598146   0.59547278 0.59307446 0.59092096 0.58898583 0.58724574
 0.58568008 0.58427058 0.58300106 0.58185708 0.58082584 0.57989587
 0.57905697 0.57829999 0.57761674 0.57699991 0.57644291 0.57593984
 0.5754854 ]",1.49,yes
225,140554.87+530323.5,"Spectra(plate='7339', mjd='56683', fiber='0520')","Spectra(plate='7339', mjd='57901', fiber='0520')",3.432001,4.293288,1.514379,1.6266938,0.8,1.01,0.5425,0.6343,"[5.70077008 2.99278564 2.09312553 1.64553529 1.37876054 1.2023803
 1.07764037 0.98516167 0.91417638 0.85822236 0.81318616 0.77632442
 0.74573706 0.72006612 0.69831518 0.67973642 0.66375757 0.64993324
 0.63791155 0.62741082 0.61820292 0.61010113 0.60295119 0.59662456
 0.59101333 0.58602627 0.58158577 0.57762544 0.57408818 0.57092467
 0.5680921  0.56555319 0.56327538 0.56123008 0.55939218 0.55773952
 0.55625252 0.55491385 0.55370811 0.55262162 0.55164219 0.55075895
 0.54996219 0.54924325 0.54859433 0.54800849 0.54747948 0.54700169
 0.54657008]","[6.66543495 3.49921463 2.4473171  1.92398717 1.6120697  1.40584299
 1.259995   1.15186737 1.06887019 1.00344783 0.95079075 0.90769139
 0.87192814 0.84191325 0.81648169 0.79475909 0.77607637 0.75991273
 0.74585677 0.73357914 0.72281311 0.71334037 0.70498053 0.69758333
 0.69102259 0.68519163 0.67999973 0.67536925 0.67123342 0.66753459
 0.6642227  0.66125418 0.65859092 0.65619952 0.65405062 0.6521183
 0.65037968 0.64881448 0.64740471 0.64613436 0.6449892  0.6439565
 0.64302492 0.64218432 0.64142559 0.64074062 0.64012209 0.63956345
 0.6390588 ]",1.17,yes
226,140554.87+530323.5,"Spectra(plate='7339', mjd='56683', fiber='0520')","Spectra(plate='7339', mjd='57901', fiber='0520')",3.432001,3.7325068,1.514379,1.5044503,0.92,0.91,0.5629,0.5981,"[5.91514005 3.10532542 2.17183477 1.70741349 1.43060702 1.24759423
 1.11816362 1.02220739 0.94855278 0.89049469 0.84376495 0.80551708
 0.77377952 0.74714326 0.7245744  0.70529701 0.6887173  0.67437313
 0.66189938 0.65100378 0.64144963 0.63304318 0.62562438 0.61905984
 0.61323761 0.60806302 0.60345554 0.59934629 0.59567601 0.59239354
 0.58945445 0.58682008 0.58445661 0.5823344  0.58042739 0.57871258
 0.57716967 0.57578066 0.57452958 0.57340223 0.57238597 0.57146952
 0.5706428  0.56989682 0.5692235  0.56861563 0.56806672 0.56757097
 0.56712313]","[6.28503334 3.29951169 2.30764679 1.8141837  1.52006761 1.32561043
 1.18808609 1.0861294  1.00786893 0.94618027 0.89652837 0.85588873
 0.82216651 0.7938646  0.76988444 0.74940157 0.73178508 0.71654391
 0.70329013 0.6917132  0.6815616  0.67262947 0.66474674 0.6577717
 0.65158539 0.64608721 0.64119161 0.63682539 0.6329256  0.62943787
 0.62631499 0.62351588 0.62100462 0.6187497  0.61672343 0.6149014
 0.613262   0.61178613 0.61045681 0.60925897 0.60817916 0.6072054
 0.60632698 0.60553435 0.60481893 0.60417305 0.60358982 0.60306306
 0.60258722]",1.06,yes
227,140554.87+530323.5,"Spectra(plate='7339', mjd='56683', fiber='0520')","Spectra(plate='7339', mjd='57901', fiber='0520')",3.432001,4.0904875,1.514379,1.5702814,0.84,0.98,0.5513,0.6235,"[5.7932434  3.04133221 2.12707854 1.67222785 1.40112569 1.22188435
 1.09512099 1.00114218 0.92900542 0.87214376 0.82637701 0.78891733
 0.75783381 0.73174645 0.70964269 0.69076255 0.67452452 0.66047594
 0.64825924 0.63758818 0.62823091 0.6199977  0.61273178 0.60630252
 0.60060027 0.59553232 0.59101979 0.58699522 0.58340058 0.58018575
 0.57730723 0.57472715 0.57241238 0.57033391 0.56846619 0.56678672
 0.56527561 0.56391522 0.56268992 0.5615858  0.56059048 0.55969292
 0.55888324 0.55815263 0.55749319 0.55689785 0.55636025 0.55587471
 0.5554361 ]","[6.55194497 3.43963475 2.4056475  1.89122812 1.58462156 1.38190621
 1.23854151 1.13225494 1.05067092 0.98636248 0.93460197 0.89223646
 0.85708213 0.82757829 0.80257975 0.78122701 0.76286239 0.74697397
 0.73315733 0.72108875 0.71050603 0.70119457 0.69297708 0.68570583
 0.67925679 0.67352512 0.66842162 0.66386997 0.65980457 0.65616872
 0.65291322 0.64999524 0.64737733 0.64502665 0.64291433 0.64101491
 0.6393059  0.63776735 0.63638158 0.63513286 0.6340072  0.63299208
 0.63207637 0.63125007 0.63050427 0.62983096 0.62922296 0.62867383
 0.62817778]",1.13,yes
228,140554.87+530323.5,"Spectra(plate='7339', mjd='56683', fiber='0520')","Spectra(plate='7339', mjd='57901', fiber='0520')",3.432001,4.198196,1.3926286,1.3946434,0.82,1.11,0.595,0.6689,"[6.25245751 3.28241006 2.29568607 1.80478065 1.51218898 1.31873968
 1.18192815 1.0804999  1.00264506 0.94127614 0.89188159 0.85145259
 0.81790516 0.78974994 0.76589407 0.74551736 0.72799218 0.71283001
 0.69964493 0.688128   0.67802901 0.66914318 0.6613013  0.65436242
 0.64820817 0.64273849 0.63786826 0.63352468 0.6296451  0.62617544
 0.62306875 0.62028415 0.6177859  0.61554267 0.61352691 0.61171431
 0.61008341 0.60861519 0.60729277 0.60610113 0.60502691 0.6040582
 0.60318434 0.60239582 0.60168411 0.60104157 0.60046136 0.59993733
 0.59946396]","[7.02902324 3.69009091 2.58081414 2.02893743 1.70000539 1.48252937
 1.32872561 1.21469981 1.12717526 1.05818422 1.00265478 0.95720444
 0.91949036 0.88783821 0.8610194  0.83811187 0.81841003 0.80136469
 0.786542   0.77359465 0.76224135 0.75225188 0.74343604 0.73563533
 0.72871671 0.72256769 0.71709257 0.7122095  0.70784808 0.70394748
 0.70045494 0.69732448 0.69451595 0.69199411 0.68972798 0.68769026
 0.6858568  0.68420622 0.68271955 0.68137991 0.68017227 0.67908324
 0.67810085 0.67721439 0.67641428 0.67569194 0.67503967 0.67445056
 0.67391839]",1.12,yes
229,140554.87+530323.5,"Spectra(plate='7339', mjd='56683', fiber='0520')","Spectra(plate='7339', mjd='57901', fiber='0520')",3.432001,4.945527,2.1557918,1.8737998,0.69,0.9,0.4114,0.5916,"[4.32312776 2.2695521  1.58730294 1.2478769  1.04557067 0.9118143
 0.81721889 0.7470885  0.69325744 0.65082522 0.61667242 0.58871865
 0.565523   0.54605567 0.52956104 0.515472   0.50335459 0.49287103
 0.48375449 0.47579136 0.46880863 0.46266471 0.45724262 0.45244487
 0.44818965 0.44440775 0.44104034 0.43803706 0.43535461 0.43295559
 0.43080754 0.42888218 0.42715482 0.42560379 0.42421003 0.42295675
 0.4218291  0.42081393 0.41989957 0.41907564 0.4183329  0.4176631
 0.41705889 0.41651368 0.41602158 0.41557731 0.41517614 0.41481381
 0.41448651]","[6.21672918 3.26365343 2.28256786 1.79446761 1.5035479  1.31120403
 1.17517427 1.07432562 0.99691566 0.93589742 0.88678513 0.84658715
 0.81323142 0.78523708 0.76151753 0.74125726 0.72383222 0.70875669
 0.69564695 0.68419584 0.67415456 0.6653195  0.65752244 0.65062321
 0.64450412 0.6390657  0.6342233  0.62990453 0.62604713 0.62259729
 0.61950836 0.61673967 0.6142557  0.61202529 0.61002104 0.6082188
 0.60659722 0.60513739 0.60382252 0.60263769 0.60156962 0.60060644
 0.59973757 0.59895356 0.59824591 0.59760705 0.59703015 0.59650912
 0.59603845]",1.44,yes
