,objectName,spec1,spec2,I01,I02,I1,I2,alpha,minOpt,minCov1,minCov2,Spec_Cf1,Spec_Cf2,Spec_Cf2Cf1,save_fig,t_t_plot
178,090552.07+230205.8,"Spectra(plate='5776', mjd='56010', fiber='0146')","Spectra(plate='2284', mjd='53708', fiber='0572')",5.801153,4.8239107,3.8976138,3.8107114,0.83,0.23,0.3363,0.2019,"[3.53395203 1.85525127 1.29754492 1.02008022 0.85470446 0.74536497
 0.66803771 0.61070944 0.5667051  0.53201877 0.50410047 0.48124959
 0.46228824 0.44637463 0.43289105 0.42137393 0.41146852 0.40289871
 0.39544637 0.38893688 0.38322883 0.37820647 0.37377417 0.36985224
 0.36637379 0.36328227 0.36052957 0.35807453 0.35588176 0.35392067
 0.35216474 0.35059086 0.34917882 0.34791093 0.34677159 0.3457471
 0.3448253  0.34399544 0.343248   0.34257447 0.34196731 0.34141979
 0.34092587 0.34048019 0.34007792 0.33971476 0.33938682 0.33909063
 0.33882307]","[2.12163222 1.11381276 0.77898994 0.61241212 0.51312766 0.44748494
 0.401061   0.36664358 0.34022527 0.3194011  0.30264016 0.28892148
 0.2775379  0.26798405 0.2598891  0.25297471 0.24702793 0.24188299
 0.23740893 0.23350091 0.23007405 0.22705884 0.22439787 0.22204332
 0.21995501 0.21809899 0.21644639 0.21497249 0.21365604 0.21247869
 0.21142451 0.21047961 0.20963189 0.2088707  0.20818669 0.20757163
 0.20701822 0.20652001 0.20607128 0.20566692 0.20530241 0.2049737
 0.20467717 0.20440961 0.2041681  0.20395007 0.20375319 0.20357537
 0.20341474]",0.6,yes,0.93
179,093414.94+143802.3,"Spectra(plate='9585', mjd='57780', fiber='0132')","Spectra(plate='5315', mjd='55978', fiber='0473')",8.673271,10.480267,3.734885,3.8275442,0.83,1.02,0.5642,0.6393,"[5.92880088 3.11249707 2.17685055 1.71135671 1.43391096 1.25047551
 1.12074599 1.02456814 0.95074343 0.89255126 0.8457136  0.8073774
 0.77556654 0.74886876 0.72624778 0.70692587 0.69030788 0.67593057
 0.66342801 0.65250725 0.64293104 0.63450518 0.62706924 0.62048954
 0.61465386 0.60946732 0.6048492  0.60073046 0.59705171 0.59376165
 0.59081578 0.58817532 0.5858064  0.58367929 0.58176787 0.5800491
 0.57850262 0.57711041 0.57585643 0.57472648 0.57370787 0.57278931
 0.57196068 0.57121298 0.57053811 0.56992883 0.56937866 0.56888175
 0.56843288]","[6.71797661 3.5267979  2.46660858 1.93915339 1.62477717 1.41692484
 1.26992717 1.16094721 1.07729578 1.01135771 0.95828555 0.91484646
 0.87880129 0.84854981 0.82291777 0.80102395 0.78219395 0.7659029
 0.75173614 0.73936173 0.72851083 0.71896342 0.71053769 0.70308218
 0.69646972 0.6905928  0.68535997 0.68069298 0.67652456 0.67279657
 0.66945857 0.66646665 0.6637824  0.66137215 0.65920631 0.65725876
 0.65550643 0.65392889 0.65250801 0.65122765 0.65007346 0.64903262
 0.6480937  0.64724646 0.64648176 0.64579139 0.64516798 0.64460494
 0.64409632]",1.13,yes,0.94
180,025630.38-021844.1,"Spectra(plate='9312', mjd='57784', fiber='0818')","Spectra(plate='7823', mjd='56978', fiber='0938')",7.812025,6.53095,2.149279,1.9810889,0.84,1.15,0.7363,0.6846,"[7.73728481 4.06191349 2.84086328 2.23337813 1.87130209 1.63191265
 1.46261125 1.33709593 1.2407522  1.16480945 1.10368473 1.0536547
 1.01214045 0.97729896 0.94777782 0.92256207 0.90087502 0.88211216
 0.8657959  0.85154394 0.83904666 0.82805062 0.81834647 0.80975975
 0.80214399 0.79537538 0.78934858 0.78397348 0.77917258 0.77487895
 0.77103449 0.7675886  0.76449707 0.76172112 0.75922666 0.75698361
 0.75496541 0.75314851 0.75151204 0.75003741 0.7487081  0.74750933
 0.74642795 0.74545217 0.74457144 0.74377632 0.74305832 0.74240985
 0.74182405]","[7.19400405 3.7767024  2.64138938 2.07655938 1.73990685 1.51732636
 1.35991262 1.24321047 1.15363161 1.08302125 1.02618847 0.97967134
 0.94107205 0.90867699 0.8812287  0.8577835  0.83761923 0.82017382
 0.80500322 0.79175198 0.7801322  0.76990827 0.7608855  0.7529017
 0.74582069 0.73952734 0.73392372 0.72892604 0.72446225 0.72047009
 0.71689557 0.71369164 0.71081719 0.70823616 0.70591684 0.70383129
 0.7019548  0.70026548 0.69874391 0.69737283 0.69613685 0.69502226
 0.69401681 0.69310954 0.69229065 0.69155136 0.69088378 0.69028084
 0.68973618]",0.93,yes,1.08
181,024304.68+000005.4,"Spectra(plate='7822', mjd='57041', fiber='0529')","Spectra(plate='3651', mjd='55247', fiber='0320')",14.248211,17.006062,7.3241916,7.311004,0.84,0.84,0.487,0.5702,"[5.11755766 2.68661126 1.87899011 1.47719021 1.23770762 1.07937181
 0.96739329 0.88437555 0.82065234 0.77042266 0.72999384 0.69690321
 0.66944506 0.64640037 0.62687464 0.61019656 0.59585242 0.58344238
 0.57265055 0.56322409 0.5549582  0.54768526 0.54126678 0.53558739
 0.53055021 0.52607335 0.52208713 0.51853196 0.51535658 0.5125167
 0.50997392 0.50769476 0.50564997 0.50381392 0.50216404 0.50068045
 0.49934558 0.49814386 0.49706147 0.49608613 0.4952069  0.49441402
 0.49369878 0.49305338 0.49247086 0.49194495 0.49147006 0.49104114
 0.49065369]","[5.99185087 3.145597   2.20000033 1.72955617 1.44915993 1.26377373
 1.13266459 1.03546394 0.96085414 0.90204312 0.85470737 0.81596348
 0.78381432 0.75683263 0.73397109 0.71444369 0.69764897 0.68311877
 0.67048325 0.65944636 0.64976831 0.64125284 0.63373782 0.62708815
 0.62119041 0.61594872 0.61128149 0.60711894 0.60340107 0.60007603
 0.59709883 0.59443029 0.59203617 0.58988644 0.58795469 0.58621765
 0.58465473 0.5832477  0.5819804  0.58083843 0.57980899 0.57888065
 0.57804321 0.57728756 0.57660551 0.57598975 0.57543373 0.57493154
 0.5744779 ]",1.17,yes,1.0
182,160649.24+451051.6,"Spectra(plate='8534', mjd='57905', fiber='0448')","Spectra(plate='0814', mjd='52443', fiber='0359')",11.6465845,9.760609,7.1501384,7.133346,0.84,0.31,0.3869,0.2685,"[4.06567363 2.13439404 1.49277469 1.17356241 0.98330406 0.85751325
 0.76855126 0.70259733 0.65197206 0.61206679 0.57994788 0.55365884
 0.53184455 0.51353656 0.49802423 0.48477423 0.47337844 0.46351921
 0.45494558 0.44745668 0.44088979 0.43511176 0.43001256 0.42550054
 0.42149872 0.41794205 0.41477518 0.41195075 0.40942805 0.40717189
 0.40515176 0.40334107 0.40171658 0.40025792 0.39894716 0.39776852
 0.39670802 0.39575331 0.3948934  0.39411853 0.39342002 0.39279011
 0.39222189 0.39170915 0.39124635 0.39082854 0.39045126 0.39011051
 0.3898027 ]","[2.82148713 1.48122202 1.03595245 0.81442622 0.68239116 0.59509513
 0.53335749 0.48758693 0.45245412 0.42476075 0.40247094 0.38422693
 0.36908829 0.35638295 0.34561774 0.33642254 0.32851412 0.32167203
 0.31572212 0.31052499 0.30596771 0.30195789 0.29841916 0.29528792
 0.29251074 0.29004249 0.28784475 0.28588466 0.28413397 0.28256824
 0.28116632 0.27990974 0.27878238 0.2777701  0.27686046 0.27604251
 0.27530655 0.274644   0.27404724 0.2735095  0.27302475 0.27258761
 0.27219327 0.27183744 0.27151627 0.27122632 0.2709645  0.27072802
 0.27051441]",0.69,yes,0.98
183,144416.27+484736.4,"Spectra(plate='8433', mjd='57488', fiber='0710')","Spectra(plate='6731', mjd='56385', fiber='1000')",10.624138,8.916251,3.3326483,3.271185,0.84,0.99,0.6894,0.6299,"[7.24444404 3.80318235 2.6599092  2.09111895 1.75210602 1.52796494
 1.36944751 1.25192711 1.16172018 1.09061474 1.03338348 0.9865402
 0.94767028 0.91504808 0.88740734 0.86379776 0.84349211 0.82592438
 0.81064741 0.79730326 0.78560202 0.7753064  0.76622037 0.75818059
 0.75104993 0.74471246 0.73906955 0.73403683 0.72954174 0.72552159
 0.72192201 0.71869562 0.71580101 0.71320188 0.7108663  0.70876613
 0.70687648 0.70517532 0.70364308 0.70226238 0.70101774 0.69989533
 0.69888283 0.69796921 0.69714458 0.6964001  0.69572784 0.69512067
 0.69457219]","[6.61919829 3.47494134 2.4303406  1.91064089 1.60088712 1.39609097
 1.25125469 1.14387712 1.06145567 0.99648713 0.94419532 0.90139494
 0.86587976 0.83607308 0.81081794 0.78924602 0.77069289 0.75464138
 0.74068292 0.72849046 0.71779912 0.70839208 0.70009024 0.69274435
 0.68622912 0.68043861 0.67528272 0.67068436 0.66657723 0.66290405
 0.65961514 0.6566672  0.65402242 0.65164761 0.64951361 0.6475947
 0.64586814 0.6443138  0.6429138  0.64165227 0.64051505 0.63948951
 0.6385644  0.63772962 0.63697617 0.63629594 0.6356817  0.63512693
 0.63462579]",0.91,yes,1.13
184,143919.37+113720.4,"Spectra(plate='5470', mjd='56008', fiber='0614')","Spectra(plate='5468', mjd='56014', fiber='0166')",7.6947656,6.4639287,1.0869639,1.1244354,0.84,1.77,0.857,0.8298,"[9.00564048 4.72777382 3.3065596  2.59949078 2.17806043 1.89942842
 1.70237382 1.55628305 1.44414591 1.35575404 1.28460928 1.22637794
 1.17805836 1.13750537 1.1031449  1.07379559 1.04855344 1.02671482
 1.00772387 0.99113562 0.97658968 0.9637911  0.95249616 0.94250184
 0.93363764 0.92575947 0.91874471 0.91248848 0.90690059 0.90190311
 0.89742844 0.89341767 0.88981936 0.88658835 0.88368497 0.88107423
 0.87872519 0.87661045 0.87470572 0.87298936 0.87144213 0.87004685
 0.8687882  0.86765246 0.86662736 0.86570189 0.8648662  0.86411142
 0.8634296 ]","[8.71981385 4.57772079 3.20161395 2.51698652 2.10893179 1.83914317
 1.64834282 1.50688877 1.39831071 1.31272427 1.24383755 1.18745439
 1.14066841 1.10140252 1.0681326  1.0397148  1.01527379 0.9941283
 0.9757401  0.95967834 0.94559407 0.9332017  0.92226525 0.91258813
 0.90400527 0.89637714 0.88958502 0.88352735 0.87811681 0.87327795
 0.86894529 0.86506183 0.86157772 0.85844926 0.85563803 0.85311014
 0.85083566 0.84878804 0.84694376 0.84528188 0.84378375 0.84243277
 0.84121406 0.84011437 0.8391218  0.83822571 0.83741654 0.83668571
 0.83602553]",0.97,yes,0.92
185,012234.54-034339.5,"Spectra(plate='7047', mjd='56572', fiber='0590')","Spectra(plate='9333', mjd='58076', fiber='0110')",7.966774,6.719166,2.0951514,1.8316623,0.84,1.23,0.7527,0.7068,"[7.90962145 4.15238664 2.90413933 2.28312335 1.9129826  1.66826111
 1.49518877 1.36687777 1.26838813 1.19075387 1.12826769 1.0771233
 1.03468439 0.99906685 0.96888817 0.94311078 0.92094069 0.90175991
 0.88508023 0.87051083 0.85773519 0.84649423 0.83657394 0.82779595
 0.82001057 0.81309119 0.80693015 0.80143533 0.79652751 0.79213824
 0.78820815 0.78468551 0.78152512 0.77868734 0.77613732 0.77384431
 0.77178115 0.76992379 0.76825087 0.7667434  0.76538447 0.76415901
 0.76305354 0.76205602 0.76115568 0.76034284 0.75960885 0.75894593
 0.75834709]","[7.42728902 3.89917215 2.72704355 2.14389741 1.79632802 1.56652976
 1.40401145 1.28352492 1.19104123 1.11814114 1.05946539 1.01143982
 0.97158885 0.93814329 0.90980492 0.88559944 0.86478129 0.84677017
 0.83110762 0.81742667 0.80543009 0.79487462 0.78555926 0.77731657
 0.77000594 0.76350851 0.75772317 0.75256343 0.74795489 0.74383328
 0.74014284 0.73683502 0.73386735 0.73120262 0.7288081  0.72665492
 0.72471757 0.72297347 0.72140257 0.71998702 0.71871096 0.71756023
 0.71652217 0.71558549 0.71474004 0.71397678 0.71328755 0.71266505
 0.71210273]",0.94,yes,1.02
186,094034.62+551632.7,"Spectra(plate='5710', mjd='56658', fiber='0200')","Spectra(plate='0556', mjd='51991', fiber='0151')",10.901424,9.16481,3.5772884,3.5726352,0.84,0.94,0.6716,0.6094,"[7.05739573 3.70498588 2.59123154 2.0371272  1.70686743 1.48851356
 1.33408898 1.21960291 1.13172508 1.06245556 1.00670198 0.96106817
 0.92320186 0.89142195 0.86449488 0.84149489 0.82171352 0.80459938
 0.78971686 0.77671725 0.76531812 0.75528833 0.7464369  0.73860471
 0.73165816 0.72548432 0.7199871  0.71508432 0.71070529 0.70678895
 0.70328231 0.70013922 0.69731935 0.69478732 0.69251205 0.6904661
 0.68862524 0.686968   0.68547533 0.68413028 0.68291777 0.68182435
 0.68083799 0.67994795 0.67914462 0.67841936 0.67776446 0.67717296
 0.67663865]","[6.40377749 3.3618499  2.35124553 1.84845937 1.54878649 1.3506554
 1.2105328  1.10664982 1.02691076 0.96405661 0.91346663 0.87205918
 0.83769984 0.80886321 0.78442999 0.76356013 0.74561081 0.73008169
 0.71657751 0.70478185 0.69443845 0.68533757 0.67730591 0.67019909
 0.66389589 0.65829384 0.65330575 0.64885704 0.64488357 0.64132994
 0.63814806 0.63529607 0.63273736 0.63043984 0.62837529 0.62651883
 0.62484846 0.6233447  0.62199027 0.6207698  0.61966958 0.61867742
 0.61778242 0.61697481 0.61624587 0.61558779 0.61499354 0.61445682
 0.61397199]",0.91,yes,1.01
187,230413.16+242357.5,"Spectra(plate='7614', mjd='57307', fiber='0674')","Spectra(plate='6589', mjd='56536', fiber='0649')",3.363811,2.8152666,1.6025288,1.7750597,0.84,0.51,0.4976,0.3997,"[5.22894598 2.74508781 1.91988805 1.5093426  1.26464746 1.10286532
 0.98844949 0.90362479 0.83851459 0.78719161 0.74588282 0.71207195
 0.68401615 0.66046986 0.64051914 0.62347805 0.60882169 0.59614153
 0.58511481 0.57548318 0.56703737 0.55960613 0.55304795 0.54724494
 0.54209812 0.53752382 0.53345084 0.52981828 0.52657379 0.5236721
 0.52107397 0.5187452  0.51665591 0.51477989 0.5130941  0.51157822
 0.5102143  0.50898642 0.50788047 0.5068839  0.50598553 0.5051754
 0.50444459 0.50378514 0.50318994 0.50265258 0.50216735 0.5017291
 0.50133322]","[4.20018028 2.20500723 1.54216088 1.21238794 1.01583518 0.88588278
 0.79397762 0.7258417  0.67354156 0.63231609 0.59913458 0.5719758
 0.54943982 0.53052613 0.5145006  0.50081225 0.48903945 0.47885404
 0.46999677 0.4622601  0.45547596 0.44950677 0.44423888 0.43957758
 0.43544337 0.43176903 0.42849739 0.42557952 0.42297336 0.42064256
 0.4185556  0.416685   0.41500676 0.41349984 0.41214572 0.41092808
 0.4098325  0.40884621 0.40795785 0.40715735 0.40643573 0.40578498
 0.40519795 0.40466825 0.40419015 0.40375851 0.40336875 0.40301673
 0.40269873]",0.8,yes,1.15
188,003043.37+300549.8,"Spectra(plate='6526', mjd='56543', fiber='0364')","Spectra(plate='7714', mjd='57363', fiber='0650')",3.8500605,4.5968323,2.867401,2.9422743,0.84,0.46,0.2442,0.367,"[2.56613466 1.34716729 0.94219586 0.74071838 0.62063285 0.54123736
 0.48508715 0.44345895 0.41150575 0.38631871 0.36604619 0.34945332
 0.33568477 0.3241293  0.31433837 0.30597536 0.29878267 0.29255981
 0.28714839 0.28242161 0.27827678 0.27462986 0.27141139 0.26856353
 0.2660377  0.26379284 0.261794   0.2600113  0.25841905 0.25699503
 0.25571998 0.25457712 0.25355179 0.25263113 0.25180382 0.25105989
 0.25039054 0.24978795 0.2492452  0.24875613 0.24831525 0.24791767
 0.24755902 0.24723539 0.24694329 0.24667958 0.24644145 0.24622638
 0.2460321 ]","[3.85655782 2.02461259 1.4159946  1.11320083 0.93272833 0.8134075
 0.72902123 0.6664596  0.61843821 0.58058545 0.55011856 0.52518168
 0.5044894  0.48712307 0.47240861 0.45984012 0.44903047 0.43967834
 0.43154569 0.42444197 0.41821285 0.41273201 0.40789509 0.40361514
 0.39981915 0.39644542 0.39344143 0.39076228 0.38836933 0.38622922
 0.38431299 0.38259543 0.3810545  0.37967086 0.37842752 0.3773095
 0.37630355 0.37539794 0.37458226 0.37384725 0.37318467 0.37258716
 0.37204816 0.37156179 0.3711228  0.37072648 0.37036861 0.37004538
 0.3697534 ]",1.5,yes,1.02
189,103149.36+371055.2,"Spectra(plate='8853', mjd='57459', fiber='0698')","Spectra(plate='1973', mjd='53432', fiber='0472')",7.343052,6.151614,2.4582026,2.5067282,0.84,0.91,0.6623,0.5969,"[6.95966825 3.65368098 2.55534938 2.00891802 1.68323153 1.46790133
 1.31561515 1.20271443 1.11605349 1.04774317 0.99276164 0.94775975
 0.91041779 0.87907795 0.85252376 0.82984226 0.81033482 0.79345767
 0.77878123 0.76596163 0.75472036 0.74482946 0.73610059 0.72837686
 0.7215265  0.71543815 0.71001706 0.70518217 0.70086378 0.69700167
 0.69354359 0.69044402 0.6876632  0.68516624 0.68292247 0.68090486
 0.67908949 0.6774552  0.67598319 0.67465677 0.67346105 0.67238277
 0.67141007 0.67053235 0.66974014 0.66902493 0.66837909 0.66779579
 0.66726887]","[6.27242334 3.29289171 2.30301683 1.81054381 1.51701782 1.32295078
 1.18570237 1.08395024 1.00584679 0.9442819  0.89472962 0.85417152
 0.82051696 0.79227183 0.76833978 0.747898   0.73031686 0.71510627
 0.70187909 0.69032538 0.68019415 0.67127994 0.66341302 0.65645198
 0.65027807 0.64479093 0.63990515 0.6355477  0.63165573 0.62817499
 0.62505838 0.62226489 0.61975866 0.61750827 0.61548607 0.61366769
 0.61203158 0.61055867 0.60923202 0.60803658 0.60695893 0.60598713
 0.60511048 0.60431944 0.60360545 0.60296086 0.6023788  0.6018531
 0.60137821]",0.9,yes,1.1
190,132422.54+245222.3,"Spectra(plate='5996', mjd='56096', fiber='0186')","Spectra(plate='2664', mjd='54524', fiber='0537')",17.128115,20.341438,0.9610278,1.2917651,0.84,2.9,0.9346,0.9449,"[9.82108704 5.15586629 3.60596336 2.83487057 2.37528037 2.07141867
 1.85652109 1.69720203 1.57491105 1.47851543 1.40092863 1.33742453
 1.28472968 1.24050469 1.20303293 1.17102609 1.1434983  1.11968223
 1.09897168 1.08088139 1.06501834 1.05106086 1.03874319 1.02784389
 1.01817706 1.00958553 1.0019356  0.99511288 0.98901901 0.98356902
 0.97868917 0.97431524 0.9703911  0.96686753 0.96370126 0.96085411
 0.95829237 0.95598615 0.95390894 0.95203717 0.95034984 0.94882823
 0.94745561 0.94621703 0.9450991  0.94408984 0.94317847 0.94235535
 0.94161179]","[9.92932285 5.21268784 3.64570381 2.86611299 2.40145776 2.09424727
 1.87698136 1.71590648 1.59226776 1.49480979 1.41636793 1.35216396
 1.29888838 1.25417599 1.21629126 1.18393168 1.15610052 1.13202197
 1.11108318 1.09279352 1.07675565 1.06264435 1.05019093 1.03917151
 1.02939815 1.02071193 1.01297768 1.00607977 0.99991875 0.99440869
 0.98947506 0.98505293 0.98108554 0.97752314 0.97432197 0.97144345
 0.96885347 0.96652184 0.96442174 0.96252934 0.96082341 0.95928503
 0.95789729 0.95664506 0.95551481 0.95449442 0.95357301 0.95274082
 0.95198907]",1.01,yes,1.05
191,144639.40+573027.4,"Spectra(plate='8411', mjd='57875', fiber='0726')","Spectra(plate='6800', mjd='56399', fiber='0981')",3.4373946,2.931788,0.9117031,0.6408114,0.85,1.32,0.7731,0.734,"[8.12399143 4.26492642 2.98284857 2.34500154 1.96482908 1.71347504
 1.53571202 1.40392349 1.30276453 1.22302619 1.15884649 1.10631597
 1.06272686 1.02614399 0.9951474  0.96867138 0.94590042 0.9261998
 0.90906805 0.89410379 0.8809819  0.86943629 0.85924712 0.85023124
 0.84223485 0.83512794 0.82879992 0.82315618 0.81811534 0.81360711
 0.80957051 0.8059524  0.80270635 0.79979166 0.79717252 0.79481737
 0.7926983  0.7907906  0.78907233 0.78752401 0.78612825 0.78486957
 0.78373414 0.78270959 0.78178485 0.78094998 0.7801961  0.77951521
 0.77890014]","[7.71311565 4.04922519 2.8319892  2.22640167 1.86545666 1.626815
 1.45804246 1.33291921 1.23687643 1.1611709  1.10023712 1.05036337
 1.0089788  0.97424614 0.94481722 0.91968024 0.89806094 0.87935668
 0.86309139 0.84888395 0.8364257  0.82546402 0.81579018 0.80723028
 0.79963831 0.79289084 0.78688287 0.78152456 0.77673866 0.77245844
 0.76862599 0.76519087 0.76210899 0.75934172 0.75685504 0.754619
 0.7526071  0.75079588 0.74916452 0.7476945  0.74636934 0.74517432
 0.74409631 0.74312358 0.7422456  0.74145296 0.74073721 0.74009076
 0.7395068 ]",0.95,yes,1.12
192,163121.74+433317.2,"Spectra(plate='8531', mjd='57905', fiber='0158')","Spectra(plate='0626', mjd='52057', fiber='0237')",17.432476,20.442448,4.061798,3.6246274,0.85,1.67,0.7797,0.8122,"[8.19334642 4.30133634 3.00831332 2.36502096 1.98160294 1.72810308
 1.54882248 1.41590886 1.31388631 1.23346724 1.16873963 1.11576065
 1.07179942 1.03490424 1.00364303 0.97694098 0.95397563 0.93410682
 0.91682882 0.90173681 0.88850289 0.87685872 0.86658257 0.85748971
 0.84942505 0.84225748 0.83587544 0.83018351 0.82509964 0.82055292
 0.81648186 0.81283286 0.8095591  0.80661953 0.80397803 0.80160277
 0.79946561 0.79754162 0.79580869 0.79424714 0.79283947 0.79157005
 0.79042493 0.78939163 0.78845899 0.787617   0.78685668 0.78616998
 0.78554966]","[8.53486721 4.48062765 3.13370794 2.46360141 2.06420149 1.80013508
 1.61338158 1.47492776 1.36865264 1.28488148 1.21745585 1.16226856
 1.11647491 1.07804185 1.04547758 1.01766252 0.99373991 0.97304291
 0.95504472 0.93932363 0.92553809 0.91340855 0.90270407 0.8932322
 0.88483138 0.87736504 0.87071698 0.8647878  0.85949202 0.85475578
 0.85051502 0.84671393 0.84330371 0.84024161 0.83749001 0.83501574
 0.83278949 0.83078531 0.82898014 0.82735351 0.82588716 0.82456483
 0.82337197 0.8222956  0.82132409 0.820447   0.81965499 0.81893967
 0.81829349]",1.04,yes,1.06
193,122423.04+235442.9,"Spectra(plate='5979', mjd='56329', fiber='0808')","Spectra(plate='2646', mjd='54479', fiber='0405')",6.3980827,7.5691943,0.9936269,0.89493173,0.85,2.09,0.8531,0.8758,"[8.96465798 4.70625886 3.29151224 2.58766112 2.1681486  1.89078458
 1.69462673 1.54920078 1.43757395 1.34958433 1.27876334 1.22079699
 1.1726973  1.13232886 1.09812475 1.06890901 1.04378172 1.02204249
 1.00313796 0.9866252  0.97214546 0.95940512 0.94816158 0.93821274
 0.92938889 0.92154656 0.91456372 0.90833597 0.90277351 0.89779877
 0.89334446 0.88935195 0.88577    0.8825537  0.87966354 0.87706467
 0.87472632 0.87262121 0.87072514 0.86901659 0.8674764  0.86608748
 0.86483456 0.86370399 0.86268355 0.86176229 0.8609304  0.86017906
 0.85950034]","[9.20319712 4.83148694 3.37909556 2.65651578 2.22584052 1.94109616
 1.73971878 1.59042322 1.47582613 1.3854952  1.31278975 1.25328098
 1.20390141 1.16245881 1.12734458 1.09735143 1.07155554 1.04923785
 1.0298303  1.01287815 0.99801312 0.98493377 0.97339106 0.96317749
 0.95411884 0.94606784 0.9388992  0.93250573 0.92679526 0.92168815
 0.91711531 0.91301657 0.90933931 0.90603743 0.90307036 0.90040234
 0.89800177 0.89584065 0.89389413 0.89214012 0.89055894 0.88913306
 0.8878468  0.88668615 0.88563856 0.88469279 0.88383876 0.88306742
 0.88237065]",1.03,yes,1.1
